"date","invocationclass","region","runtime","artifactsize","memorysize","median_daily_duration"
"2020-06-25","cold","ap-southeast-2","java11","large","512","904"
"2020-06-24","cool","us-west-1","java11","large","3008","35"
"2020-05-31","warm-two","ap-south-1","java11","large","512","21"
"2020-05-31","warm-one","us-east-1","java8","large","512","20"
"2020-05-12","warm-one","sa-east-1","java8","large","512","19"
"2020-05-10","cool","us-west-2","java11","large","512","33"
"2020-05-10","warm-two","eu-west-2","java11","large","3008","15"
"2020-05-12","cool","ap-south-1","java11","small","512","28"
"2020-06-06","cold","ap-south-1","java8","large","3008","817"
"2020-06-14","cold","ap-northeast-2","java8","large","1536","852"
"2020-06-08","warm-two","us-west-2","java11","small","512","24"
"2020-06-03","warm-one","eu-west-1","java8","small","1536","17"
"2020-06-03","cold","ap-northeast-2","java11","large","1536","870"
"2020-06-05","cool","ap-northeast-1","java8","large","3008","44"
"2020-05-10","warm-one","eu-west-2","java11","small","1536","15"
"2020-05-19","cool","ap-northeast-2","java11","small","1536","33"
"2020-05-18","cool","ap-southeast-2","java8","small","3008","34"
"2020-06-02","cool","us-west-2","java8","small","1536","35"
"2020-06-24","cool","us-east-2","java11","small","1536","30"
"2020-05-19","cold","sa-east-1","java8","large","512","1055"
"2020-06-28","warm-one","eu-west-1","java8","small","512","19"
"2020-05-18","warm-two","us-east-1","java11","large","3008","20"
"2020-05-10","warm-two","eu-west-3","python38","small","1536","15"
"2020-06-03","cold","us-west-1","java11","small","3008","420"
"2020-06-25","cool","ap-northeast-2","java11","small","512","34"
"2020-06-06","cold","ap-northeast-1","java8","small","1536","657"
"2020-06-08","warm-one","us-east-1","java11","large","512","22"
"2020-05-12","warm-one","ap-southeast-2","java8","large","3008","20"
"2020-06-05","warm-two","us-east-1","python38","small","1536","26"
"2020-06-03","cold","ap-southeast-1","java11","large","3008","814"
"2020-06-24","warm-two","eu-west-1","java8","large","1536","18"
"2020-05-19","warm-two","ap-northeast-1","java8","small","3008","29"
"2020-06-28","warm-two","eu-west-2","python38","small","1536","18"
"2020-06-05","warm-two","ap-northeast-2","java11","small","3008","22"
"2020-05-19","cold","sa-east-1","python38","small","1536","244"
"2020-06-05","warm-two","us-west-2","java8","large","3008","25"
"2020-05-12","cold","us-east-2","python38","small","1536","241"
"2020-06-25","warm-two","eu-west-2","java8","large","3008","19"
"2020-06-24","warm-two","eu-west-2","java11","large","1536","17"
"2020-06-03","warm-one","eu-west-2","java11","small","1536","18"
"2020-05-12","cold","eu-north-1","java11","small","512","478"
"2020-05-10","cool","us-west-1","java11","large","1536","30"
"2020-05-10","cool","eu-west-1","java8","largeuberjar","512","28"
"2020-05-12","warm-two","eu-west-3","java8","largeuberjar","512","18"
"2020-06-24","cool","sa-east-1","java11","large","3008","41"
"2020-06-25","cool","sa-east-1","java8","large","1536","38"
"2020-05-28","cold","eu-west-2","java8","largeuberjar","512","901"
"2020-05-12","cool","eu-central-1","java11","large","512","31"
"2020-06-03","cool","ap-northeast-2","java8","small","512","37"
"2020-06-07","warm-two","sa-east-1","java11","small","1536","25"
"2020-05-14","warm-one","us-west-2","java11","small","512","18"
"2020-06-07","warm-one","ap-southeast-1","java11","small","3008","17"
"2020-05-20","warm-one","ap-northeast-2","java11","small","3008","19"
"2020-06-20","warm-two","ap-south-1","java8","largeuberjar","512","20"
"2020-05-14","warm-two","us-west-2","python38","small","1536","22"
"2020-06-20","cold","us-east-2","java11","large","512","979"
"2020-05-15","warm-one","sa-east-1","java8","small","1536","18"
"2020-05-20","cool","eu-west-1","java8","largeuberjar","512","28"
"2020-05-16","cold","eu-west-1","java8","largeuberjar","512","889"
"2020-05-14","cool","ap-northeast-1","python38","small","1536","45"
"2020-06-13","cool","eu-west-3","java11","small","1536","29"
"2020-05-14","warm-one","eu-west-2","java8","small","1536","16"
"2020-05-23","warm-two","ap-southeast-2","java11","small","3008","22"
"2020-05-14","cold","ap-southeast-2","java11","large","512","996"
"2020-05-27","warm-two","eu-west-2","java11","large","1536","20"
"2020-05-15","cold","eu-west-2","java11","large","3008","1050"
"2020-05-15","warm-two","us-east-1","java11","small","1536","21"
"2020-06-09","cold","eu-central-1","java11","large","512","953"
"2020-05-26","warm-two","eu-central-1","java11","small","512","20"
"2020-05-20","cool","us-west-2","java11","large","512","35"
"2020-06-11","cool","ap-northeast-1","python38","small","1536","44"
"2020-06-12","cool","ap-northeast-2","java11","small","512","33"
"2020-05-30","cool","eu-west-1","java11","small","512","28"
"2020-05-09","cool","us-east-2","java11","small","1536","26"
"2020-06-23","cold","us-west-2","java11","large","1536","1052"
"2020-06-01","cool","ap-northeast-1","java11","small","3008","43"
"2020-05-26","cold","eu-north-1","java8","largeuberjar","512","835"
"2020-06-18","warm-one","eu-west-3","java8","small","1536","15"
"2020-06-15","warm-one","us-west-2","java8","large","3008","19"
"2020-05-17","cold","sa-east-1","python38","small","1536","254"
"2020-05-22","warm-two","sa-east-1","java8","large","3008","21"
"2020-06-20","warm-two","eu-west-1","java11","small","3008","18"
"2020-05-15","warm-two","us-west-1","java8","largeuberjar","512","16"
"2020-06-23","cool","ap-northeast-2","java11","large","1536","33"
"2020-06-11","warm-two","us-east-2","java11","small","1536","18"
"2020-06-20","warm-two","us-east-1","python38","small","1536","21"
"2020-05-23","warm-one","eu-west-2","java8","largeuberjar","512","17"
"2020-06-27","cool","ap-northeast-2","java8","small","3008","33"
"2020-06-20","cold","eu-west-3","java11","large","3008","762"
"2020-05-14","warm-one","us-west-1","java11","small","1536","18"
"2020-06-01","cold","ap-southeast-2","java8","small","3008","566"
"2020-05-25","cold","eu-central-1","java8","small","512","673"
"2020-05-25","warm-two","us-west-2","java11","small","512","20"
"2020-05-27","warm-two","eu-west-3","java11","large","512","18"
"2020-06-20","warm-two","ap-southeast-2","java11","small","512","24"
"2020-05-14","cool","eu-west-1","java11","small","512","29"
"2020-05-30","warm-two","us-west-1","java11","large","3008","16"
"2020-05-27","cold","ap-southeast-2","java8","small","512","642"
"2020-05-27","cool","us-west-2","python38","small","1536","34"
"2020-06-27","warm-two","us-east-2","java8","large","512","17"
"2020-06-01","warm-one","ap-northeast-2","java11","large","512","18"
"2020-05-16","cool","eu-west-1","java11","large","512","29"
"2020-05-15","warm-one","us-west-2","java8","small","512","20"
"2020-06-01","cold","sa-east-1","java8","small","512","707"
"2020-06-09","warm-one","eu-west-1","java11","small","1536","17"
"2020-05-22","warm-one","ap-southeast-2","java8","large","512","19"
"2020-06-27","warm-two","us-east-1","java11","large","512","22"
"2020-05-23","warm-two","ap-northeast-2","java8","large","512","21"
"2020-06-12","warm-one","ap-southeast-1","java8","small","1536","22"
"2020-06-10","cool","ap-northeast-1","java11","large","3008","51"
"2020-06-09","warm-two","sa-east-1","java8","small","3008","23"
"2020-06-16","warm-two","ap-southeast-1","java11","large","512","23"
"2020-05-16","warm-one","ap-northeast-1","java8","small","512","30"
"2020-05-16","cold","eu-west-2","java8","large","1536","1127"
"2020-06-16","cold","ap-northeast-2","java11","small","512","473"
"2020-05-22","cold","eu-west-1","java8","large","3008","881"
"2020-06-21","warm-two","ap-southeast-1","java8","small","1536","19"
"2020-05-25","warm-two","ap-southeast-1","java11","large","1536","23"
"2020-06-13","cool","ap-southeast-2","java8","small","3008","34"
"2020-06-10","cool","eu-north-1","python38","small","1536","35"
"2020-05-09","warm-one","us-west-2","java8","large","1536","20"
"2020-06-07","cold","eu-central-1","java8","small","512","662"
"2020-06-13","warm-one","sa-east-1","java8","large","3008","19"
"2020-06-22","cool","us-west-1","python38","small","1536","32"
"2020-05-23","cool","eu-west-1","java8","large","512","27"
"2020-05-30","cool","us-east-1","java11","small","3008","31"
"2020-05-26","warm-one","eu-central-1","java11","large","3008","18"
"2020-06-01","warm-one","us-west-1","java8","small","512","19"
"2020-06-21","cool","us-west-1","java11","small","1536","33"
"2020-05-23","cool","ap-southeast-2","java8","small","1536","34"
"2020-05-17","cool","ap-northeast-2","java11","small","1536","34"
"2020-05-26","warm-two","eu-north-1","java8","small","512","22"
"2020-05-27","warm-one","ap-northeast-2","java11","small","1536","19"
"2020-05-27","cold","eu-west-1","java8","small","3008","573"
"2020-06-16","warm-two","eu-north-1","java8","small","3008","22"
"2020-06-13","cold","us-east-1","java8","small","3008","597"
"2020-06-09","cold","eu-north-1","java8","large","512","946"
"2020-06-20","cold","ap-northeast-1","java11","small","3008","439"
"2020-05-25","warm-one","eu-west-3","java8","largeuberjar","512","15"
"2020-05-20","cold","ap-northeast-2","java8","small","1536","646"
"2020-05-25","cold","ap-northeast-2","java8","small","3008","559"
"2020-06-07","cool","ap-south-1","python38","small","1536","28"
"2020-05-22","cold","eu-west-2","java11","large","3008","863"
"2020-05-20","warm-one","ap-south-1","java8","largeuberjar","512","18"
"2020-06-21","warm-one","ap-southeast-2","java8","large","3008","18"
"2020-05-20","cold","ap-northeast-1","java11","large","1536","929"
"2020-05-30","warm-two","ap-south-1","java8","large","512","20"
"2020-06-04","warm-one","eu-west-2","java8","large","3008","18"
"2020-05-23","warm-one","us-east-2","java8","small","3008","16"
"2020-05-11","warm-two","us-west-2","java11","small","512","22"
"2020-05-22","warm-two","ap-northeast-2","java8","small","512","22"
"2020-06-04","cold","us-east-2","java11","small","1536","479"
"2020-06-18","warm-one","sa-east-1","java8","large","512","18"
"2020-05-11","warm-two","us-west-1","java11","small","1536","15"
"2020-06-04","cool","us-east-2","java8","large","1536","28"
"2020-05-21","cold","us-west-2","java11","small","3008","452"
"2020-06-15","warm-two","eu-west-1","java8","large","3008","19"
"2020-05-16","warm-two","us-east-1","java8","small","3008","18"
"2020-06-11","cool","eu-west-1","java11","small","512","30"
"2020-05-16","warm-two","eu-north-1","java11","small","3008","19"
"2020-05-16","cold","us-west-1","java11","large","1536","888"
"2020-06-27","cold","us-west-1","java8","large","512","976"
"2020-05-23","cool","us-east-2","java11","small","512","27"
"2020-06-18","cool","eu-west-1","java11","small","1536","29"
"2020-06-15","warm-one","us-east-1","java8","large","512","23"
"2020-05-27","warm-one","eu-central-1","java8","small","512","19"
"2020-06-27","cool","ap-southeast-2","java8","small","512","34"
"2020-05-15","cool","us-east-2","java8","large","3008","26"
"2020-05-15","warm-two","ap-northeast-2","java8","small","512","23"
"2020-05-23","warm-two","sa-east-1","java11","small","512","24"
"2020-05-23","warm-one","us-west-2","python38","small","1536","20"
"2020-05-27","cool","ap-south-1","java8","large","512","28"
"2020-06-11","warm-one","us-west-1","java11","small","1536","17"
"2020-05-25","cool","ap-southeast-1","java8","largeuberjar","512","32"
"2020-06-11","warm-two","us-east-2","java8","small","3008","17"
"2020-05-11","cold","eu-central-1","java8","small","512","666"
"2020-05-20","cold","ap-southeast-1","java8","small","3008","564"
"2020-05-13","cool","us-west-1","java8","small","3008","33"
"2020-05-26","cool","ap-northeast-2","java11","small","3008","32"
"2020-05-26","warm-two","eu-west-3","java8","large","1536","17"
"2020-06-16","warm-two","eu-west-2","java8","small","512","19"
"2020-05-13","cool","ap-northeast-2","java8","large","1536","31"
"2020-06-12","warm-one","ap-south-1","java11","small","512","17"
"2020-06-11","cool","us-west-2","java8","large","512","35"
"2020-05-21","cool","ap-northeast-2","java8","small","1536","34"
"2020-06-16","cold","sa-east-1","java8","large","1536","958"
"2020-06-15","warm-one","eu-west-1","java11","small","3008","18"
"2020-05-21","cold","eu-central-1","java8","large","1536","1076"
"2020-06-16","cool","us-east-1","java11","large","1536","34"
"2020-06-16","cool","eu-west-1","java8","large","512","28"
"2020-05-21","cool","ap-northeast-1","java11","large","1536","48"
"2020-05-25","warm-two","ap-southeast-1","java8","large","3008","21"
"2020-05-21","warm-one","sa-east-1","java11","large","512","20"
"2020-06-18","warm-one","us-west-1","java8","large","512","17"
"2020-05-11","cold","ap-southeast-1","java11","small","3008","403"
"2020-05-21","warm-one","ap-southeast-2","java11","large","3008","19"
"2020-06-27","cool","eu-central-1","java8","small","512","35"
"2020-05-17","warm-one","us-west-1","python38","small","1536","18"
"2020-06-11","warm-one","eu-central-1","java11","large","512","19"
"2020-05-22","warm-one","ap-northeast-2","java8","large","3008","21"
"2020-06-22","cool","sa-east-1","python38","small","1536","38"
"2020-06-22","cool","eu-central-1","java11","large","1536","31"
"2020-06-15","warm-one","ap-southeast-1","java8","small","3008","17"
"2020-06-10","cold","us-west-2","java8","small","3008","601"
"2020-06-27","warm-one","ap-south-1","java8","small","3008","17"
"2020-05-26","cold","ap-southeast-2","java11","large","3008","937"
"2020-05-26","warm-two","us-west-2","java11","large","1536","21"
"2020-05-17","cool","eu-central-1","java8","small","512","39"
"2020-05-26","cool","us-west-2","java8","large","3008","33"
"2020-05-21","cold","us-east-1","java11","small","512","525"
"2020-06-12","cool","us-east-2","java8","small","3008","27"
"2020-06-15","cold","us-west-2","java8","largeuberjar","512","995"
"2020-06-15","cool","eu-west-3","java8","large","512","31"
"2020-05-13","cool","eu-west-1","java11","large","3008","30"
"2020-06-15","cool","ap-northeast-1","java8","small","512","55"
"2020-06-04","warm-one","eu-west-3","java11","large","512","16"
"2020-06-13","cold","eu-north-1","java11","small","3008","407"
"2020-06-15","warm-two","us-west-1","java8","small","1536","16"
"2020-06-10","cold","ap-southeast-2","java11","large","1536","1006"
"2020-06-21","cool","sa-east-1","java11","small","1536","39"
"2020-06-21","cold","eu-west-3","java8","large","3008","779"
"2020-05-14","warm-one","sa-east-1","java11","small","1536","21"
"2020-06-23","cold","us-east-1","python38","small","1536","302"
"2020-06-21","cold","ap-northeast-1","java8","small","3008","585"
"2020-05-24","warm-one","eu-west-3","java11","large","3008","16"
"2020-06-22","cool","us-east-1","java8","largeuberjar","512","36"
"2020-06-01","warm-two","us-east-1","java11","small","512","22"
"2020-06-22","cold","eu-north-1","java8","small","3008","565"
"2020-06-27","warm-one","eu-central-1","java11","large","1536","17"
"2020-06-10","warm-two","eu-central-1","java8","small","512","19"
"2020-06-09","warm-two","eu-west-3","java11","large","512","15"
"2020-05-25","warm-two","sa-east-1","java8","small","3008","25"
"2020-05-11","cool","ap-southeast-1","java8","large","3008","32"
"2020-06-12","cool","us-west-2","java8","large","512","35"
"2020-06-07","warm-one","eu-central-1","java8","small","512","18"
"2020-05-15","cold","eu-west-1","java8","large","3008","855"
"2020-05-20","warm-one","eu-west-1","java11","small","3008","18"
"2020-06-11","cold","eu-west-2","java8","small","1536","639"
"2020-06-11","cool","eu-west-2","java8","largeuberjar","512","30"
"2020-05-16","warm-one","eu-west-2","java11","large","3008","19"
"2020-06-09","cold","ap-northeast-1","java8","large","1536","960"
"2020-06-11","cold","sa-east-1","java11","small","1536","495"
"2020-05-27","warm-two","sa-east-1","java8","small","3008","25"
"2020-05-26","warm-one","sa-east-1","java11","large","512","18"
"2020-06-15","cold","ap-southeast-1","java8","small","3008","564"
"2020-06-04","cold","ap-south-1","java8","large","512","826"
"2020-06-07","warm-two","sa-east-1","java8","small","3008","25"
"2020-06-13","cool","eu-north-1","java8","large","3008","37"
"2020-06-07","warm-one","ap-northeast-2","java11","small","1536","16"
"2020-05-24","cold","us-west-2","java11","large","1536","968"
"2020-05-26","cool","us-east-1","java8","large","512","32"
"2020-06-16","warm-one","sa-east-1","java11","large","3008","21"
"2020-06-22","cool","eu-west-3","java8","small","1536","29"
"2020-05-27","warm-two","ap-northeast-1","java11","small","512","29"
"2020-05-25","cold","eu-west-1","java11","small","1536","493"
"2020-05-09","cold","ap-northeast-1","java11","large","3008","870"
"2020-05-13","cold","us-east-1","java11","large","512","1311"
"2020-06-11","warm-one","ap-northeast-1","java8","large","1536","25"
"2020-06-27","warm-one","ap-south-1","java11","small","1536","15"
"2020-05-14","warm-two","us-west-2","java8","large","512","23"
"2020-06-15","cold","ap-northeast-2","java8","small","1536","650"
"2020-05-22","warm-one","us-west-1","java8","small","1536","20"
"2020-05-26","cool","ap-southeast-2","java11","small","512","34"
"2020-06-20","cool","ap-northeast-1","java8","large","3008","40"
"2020-06-12","warm-two","ap-south-1","java8","large","512","20"
"2020-06-20","cool","eu-west-3","java11","small","512","29"
"2020-06-22","warm-one","us-east-2","java11","large","3008","19"
"2020-05-24","warm-one","us-east-2","java11","large","512","16"
"2020-05-11","cold","us-west-2","java11","large","3008","1014"
"2020-05-11","warm-one","us-west-2","java11","large","3008","21"
"2020-06-18","warm-two","ap-southeast-2","java8","largeuberjar","512","26"
"2020-06-18","warm-one","us-east-1","java8","largeuberjar","512","19"
"2020-06-13","warm-two","us-west-1","java8","small","512","21"
"2020-05-29","cold","eu-west-3","java11","small","3008","393"
"2020-05-29","warm-two","eu-central-1","java8","largeuberjar","512","23"
"2020-06-19","warm-one","us-west-1","java8","large","512","16"
"2020-06-19","warm-two","ap-south-1","java8","large","1536","20"
"2020-05-29","warm-two","ap-south-1","java11","large","3008","20"
"2020-05-28","warm-one","eu-west-2","java8","largeuberjar","512","18"
"2020-05-29","warm-one","us-east-1","java8","large","3008","22"
"2020-06-19","warm-two","ap-southeast-1","java11","small","3008","26"
"2020-05-28","cold","ap-southeast-1","java8","small","512","691"
"2020-05-28","warm-one","ap-southeast-1","java8","small","512","20"
"2020-05-29","warm-two","us-east-1","java8","small","512","21"
"2020-05-28","cool","eu-north-1","java8","large","1536","36"
"2020-06-02","cool","ap-south-1","java11","large","1536","29"
"2020-06-02","cool","ap-south-1","java8","large","3008","29"
"2020-06-17","cool","us-east-2","java8","large","1536","28"
"2020-06-14","cool","us-east-1","java11","large","1536","34"
"2020-05-28","warm-one","us-east-1","java11","small","3008","21"
"2020-06-02","warm-two","eu-west-3","java11","large","3008","16"
"2020-06-17","warm-one","sa-east-1","java8","small","3008","18"
"2020-06-14","warm-one","eu-west-2","java11","large","1536","17"
"2020-06-05","cold","ap-northeast-1","java8","small","1536","678"
"2020-06-17","cool","eu-north-1","java8","small","3008","36"
"2020-06-17","warm-one","ap-northeast-2","java8","large","1536","16"
"2020-06-19","cool","ap-southeast-1","java8","small","1536","31"
"2020-06-02","cold","eu-north-1","java11","large","1536","944"
"2020-05-28","cold","eu-north-1","java11","small","1536","478"
"2020-05-31","cool","ap-northeast-1","java11","large","512","42"
"2020-06-05","warm-two","eu-north-1","java11","large","512","26"
"2020-06-14","cool","eu-west-1","python38","small","1536","28"
"2020-06-06","cool","ap-south-1","java11","large","512","28"
"2020-06-05","cool","sa-east-1","java11","small","3008","39"
"2020-06-05","cool","ap-south-1","java8","small","512","31"
"2020-05-28","warm-two","eu-west-2","java11","large","512","18"
"2020-05-19","warm-two","eu-central-1","java8","small","512","20"
"2020-06-06","warm-two","eu-central-1","java8","large","512","18"
"2020-06-17","warm-one","ap-northeast-1","java11","small","512","23"
"2020-06-05","warm-two","eu-west-3","java11","small","512","19"
"2020-05-19","warm-one","sa-east-1","java8","large","512","19"
"2020-05-31","cold","us-west-1","java11","small","3008","409"
"2020-05-19","cool","eu-north-1","java8","large","512","37"
"2020-05-31","cold","eu-central-1","java8","large","512","1648"
"2020-06-05","cool","ap-northeast-1","java8","largeuberjar","512","48"
"2020-06-28","cool","eu-west-3","java11","large","3008","27"
"2020-05-28","cold","ap-northeast-1","java8","large","512","966"
"2020-06-02","warm-one","sa-east-1","java8","small","512","22"
"2020-05-19","warm-two","eu-west-3","java8","largeuberjar","512","15"
"2020-06-03","cool","eu-west-1","java8","small","512","33"
"2020-06-06","warm-one","us-west-2","java11","large","1536","18"
"2020-05-31","cold","ap-southeast-1","java11","large","3008","794"
"2020-06-02","warm-two","ap-northeast-1","java11","small","3008","32"
"2020-05-19","cool","ap-southeast-1","java8","small","1536","34"
"2020-06-19","warm-one","eu-west-3","java8","small","1536","15"
"2020-06-26","cold","eu-west-3","java11","large","1536","862"
"2020-05-12","cold","us-west-2","java11","large","3008","928"
"2020-06-17","cool","sa-east-1","java11","small","512","35"
"2020-06-03","warm-one","eu-central-1","java8","large","512","23"
"2020-05-12","warm-one","ap-northeast-1","java11","small","1536","31"
"2020-05-12","warm-two","eu-west-2","java11","small","3008","18"
"2020-06-02","cold","us-east-1","java8","large","1536","1173"
"2020-06-26","warm-two","eu-west-3","java8","largeuberjar","512","15"
"2020-05-12","warm-two","ap-southeast-1","java8","small","1536","22"
"2020-05-18","cool","ap-south-1","java8","small","1536","28"
"2020-06-28","cold","us-west-1","java8","small","512","656"
"2020-06-25","cold","sa-east-1","java8","small","3008","559"
"2020-05-19","warm-one","eu-central-1","java8","large","3008","17"
"2020-05-18","warm-two","ap-southeast-2","java8","small","3008","20"
"2020-06-26","cool","ap-northeast-1","java8","large","1536","44"
"2020-06-28","cool","ap-southeast-2","java8","large","1536","33"
"2020-05-19","cool","ap-northeast-2","java8","small","3008","33"
"2020-05-31","cold","ap-northeast-2","java11","large","1536","899"
"2020-06-24","warm-one","ap-southeast-1","java8","small","1536","20"
"2020-06-08","cool","us-east-2","java11","small","1536","28"
"2020-06-08","cold","eu-west-1","java11","small","1536","501"
"2020-05-18","cold","us-east-2","java8","large","3008","1000"
"2020-05-18","cold","eu-north-1","java8","small","1536","628"
"2020-05-19","cool","eu-north-1","python38","small","1536","36"
"2020-06-14","warm-one","eu-west-2","java8","large","3008","17"
"2020-05-31","cold","sa-east-1","java11","small","3008","416"
"2020-05-31","cold","ap-southeast-2","python38","small","1536","250"
"2020-05-28","cool","us-east-1","java8","largeuberjar","512","33"
"2020-06-24","cool","us-east-1","java11","small","3008","34"
"2020-06-17","warm-two","us-east-2","java11","large","3008","17"
"2020-06-28","cool","us-west-2","java8","small","1536","37"
"2020-06-17","cold","ap-south-1","java8","large","512","876"
"2020-06-03","cold","us-west-2","java8","small","512","742"
"2020-06-28","warm-two","eu-west-3","java8","small","3008","15"
"2020-05-12","cool","ap-southeast-2","java11","large","512","35"
"2020-06-28","warm-two","ap-southeast-2","java11","large","3008","26"
"2020-06-28","warm-two","sa-east-1","java11","large","512","23"
"2020-06-06","cold","us-east-1","java8","large","512","1081"
"2020-06-28","cold","ap-southeast-1","python38","small","1536","241"
"2020-06-08","cool","ap-south-1","java8","large","512","26"
"2020-05-18","cold","sa-east-1","java8","largeuberjar","512","954"
"2020-06-05","warm-one","us-east-2","java11","large","512","19"
"2020-05-10","cold","eu-west-1","java11","large","1536","862"
"2020-06-08","warm-two","ap-northeast-2","java8","large","1536","22"
"2020-05-18","warm-two","ap-south-1","java11","small","3008","21"
"2020-05-29","warm-one","ap-southeast-2","java8","small","1536","18"
"2020-06-08","warm-two","sa-east-1","java8","small","3008","23"
"2020-06-28","cool","ap-northeast-1","java11","small","3008","43"
"2020-06-05","warm-one","ap-southeast-2","java8","large","1536","20"
"2020-06-03","cool","us-east-2","java11","large","1536","29"
"2020-05-18","warm-two","eu-west-3","java11","small","1536","15"
"2020-06-08","warm-two","eu-west-3","java11","large","512","16"
"2020-06-08","cold","eu-north-1","python38","small","1536","247"
"2020-06-08","cold","eu-west-1","java8","small","3008","578"
"2020-06-17","cold","eu-west-1","java8","large","1536","1071"
"2020-05-19","warm-two","ap-northeast-2","java11","small","1536","21"
"2020-05-10","cool","us-east-1","java11","small","1536","32"
"2020-05-18","warm-one","us-east-1","java8","small","3008","20"
"2020-06-08","warm-one","ap-northeast-2","java11","small","1536","19"
"2020-05-12","warm-one","ap-south-1","java11","large","3008","14"
"2020-06-08","warm-one","eu-west-3","java8","largeuberjar","512","15"
"2020-06-05","cool","eu-central-1","java8","large","512","30"
"2020-06-26","cold","eu-north-1","java11","small","512","471"
"2020-06-08","cold","eu-west-2","java11","small","3008","387"
"2020-05-18","warm-one","eu-west-2","java11","small","512","18"
"2020-06-25","cold","us-west-1","java8","small","3008","560"
"2020-05-19","warm-two","us-east-1","java11","large","512","21"
"2020-05-19","warm-one","us-west-1","java8","large","512","19"
"2020-05-29","warm-two","eu-west-3","java11","large","1536","16"
"2020-05-12","warm-two","eu-north-1","python38","small","1536","19"
"2020-06-24","cool","eu-west-1","java11","small","512","29"
"2020-06-26","cold","ap-south-1","java11","large","3008","775"
"2020-06-28","warm-one","eu-north-1","java8","small","1536","18"
"2020-06-03","warm-one","ap-southeast-2","python38","small","1536","19"
"2020-06-26","warm-two","us-west-2","java8","large","1536","27"
"2020-06-25","warm-one","ap-northeast-2","java11","large","3008","18"
"2020-06-26","warm-two","eu-central-1","java8","small","512","19"
"2020-05-10","cool","sa-east-1","java8","large","3008","38"
"2020-06-24","warm-one","ap-southeast-2","java8","small","512","21"
"2020-06-24","warm-one","eu-north-1","java8","large","512","17"
"2020-05-19","cool","eu-west-1","java8","small","3008","30"
"2020-05-20","cool","us-east-2","python38","small","1536","28"
"2020-06-20","warm-one","us-east-2","java8","small","3008","18"
"2020-06-23","warm-one","us-east-1","java8","small","1536","21"
"2020-05-25","warm-one","us-east-1","java11","large","3008","20"
"2020-05-27","warm-two","us-east-1","java11","small","512","19"
"2020-06-21","cool","eu-north-1","java8","large","3008","37"
"2020-06-07","warm-two","ap-south-1","java8","small","1536","20"
"2020-06-27","warm-two","us-east-2","java11","large","1536","16"
"2020-06-21","cold","us-east-2","java11","large","1536","959"
"2020-06-22","warm-two","eu-west-1","java8","large","3008","16"
"2020-05-16","cold","eu-west-3","java8","large","3008","919"
"2020-05-14","warm-one","eu-west-2","java8","large","512","17"
"2020-06-13","warm-two","us-west-1","java8","small","3008","18"
"2020-06-21","warm-two","ap-southeast-2","java11","small","1536","25"
"2020-06-22","cold","us-west-2","java8","largeuberjar","512","1050"
"2020-05-15","cold","eu-north-1","java11","small","512","477"
"2020-05-21","cool","ap-southeast-2","java11","small","3008","38"
"2020-05-14","warm-one","eu-north-1","java8","large","3008","18"
"2020-06-20","cool","eu-west-2","java11","large","512","30"
"2020-06-12","warm-two","ap-northeast-1","java11","small","3008","29"
"2020-06-13","warm-one","eu-west-3","java8","largeuberjar","512","16"
"2020-05-22","warm-two","eu-central-1","java8","small","512","19"
"2020-05-20","warm-one","ap-southeast-1","java11","large","512","21"
"2020-06-13","warm-two","us-west-2","java11","small","512","24"
"2020-05-17","cold","us-west-2","java11","large","512","1104"
"2020-06-22","warm-one","us-east-1","java8","large","512","21"
"2020-06-23","warm-two","us-west-1","python38","small","1536","17"
"2020-05-20","cool","us-east-1","java8","small","512","46"
"2020-05-17","warm-one","eu-west-3","java8","large","512","15"
"2020-06-04","cool","us-west-1","java11","small","3008","33"
"2020-06-22","cool","us-west-1","java11","large","1536","31"
"2020-06-23","cold","ap-southeast-1","java11","large","512","870"
"2020-06-22","warm-one","ap-southeast-1","java11","small","1536","21"
"2020-06-10","cold","us-west-1","java8","large","3008","1013"
"2020-06-21","warm-two","us-east-2","java8","largeuberjar","512","18"
"2020-05-24","warm-one","ap-southeast-1","java8","small","512","21"
"2020-06-04","cold","eu-north-1","java8","small","512","659"
"2020-06-22","cool","us-west-2","java11","large","512","35"
"2020-06-22","warm-one","ap-south-1","java8","largeuberjar","512","17"
"2020-05-22","cool","eu-north-1","java8","large","512","35"
"2020-06-16","warm-one","eu-west-3","java8","large","1536","15"
"2020-05-17","cool","eu-west-1","java11","large","512","30"
"2020-06-11","warm-one","ap-southeast-2","java8","small","3008","19"
"2020-06-07","warm-two","eu-west-3","java8","small","3008","15"
"2020-06-16","warm-one","ap-south-1","java11","large","1536","17"
"2020-05-26","cool","eu-west-1","python38","small","1536","31"
"2020-05-09","cool","us-west-2","java8","small","1536","34"
"2020-05-16","cool","eu-west-3","java8","small","512","30"
"2020-06-15","warm-two","us-west-2","java11","small","1536","22"
"2020-05-17","cold","eu-west-3","java8","large","512","862"
"2020-06-10","warm-two","ap-northeast-2","java11","large","512","24"
"2020-06-15","cool","eu-west-3","java11","large","1536","28"
"2020-05-16","warm-two","eu-west-1","java11","small","1536","18"
"2020-06-10","cool","ap-southeast-2","java11","small","1536","36"
"2020-05-22","cool","eu-west-2","java11","small","3008","28"
"2020-06-27","cold","ap-southeast-1","java11","small","512","495"
